lot_id,line_num,Symbol,Q,Qori,Lot_Time,adj_price,adj_basis,OCE,Start_Time,How,foreign_id,Cost_Price,Cost_Basis,end_time,inputLine,L_codes,Codes,Account,Multi,LS,SecType,Underlying,Expiry,Strike,O_Type,Notes
247,3,FCH PRA,57,200,2012-02-29 10:16:11,20.191053,1150.89,E,2013-01-25 14:07:21,T,193.01,70.845614,4038.2,2013-01-25 14:27:32,247,I,,IB9048,1,L,S,FCH PRA,,0,,
247,4,FCH PRA,0,200,2012-02-29 10:16:11,20.191053,0,C,2013-01-25 14:27:32,T,194.01,70.845614,4038.2,2013-01-25 14:27:32,247,I,,IB9048,1,L,S,FCH PRA,,0,,
248,1,FCH PRA,400,400,2012-02-29 10:16:11,20.191703,8076.68,E,2012-02-29 10:16:11,I,0,20.191703,8076.68,2013-01-02 10:05:57,248,I,,IB9048,1,L,S,FCH PRA,,0,,
248,2,FCH PRA,350,400,2012-02-29 10:16:11,20.191686,7067.09,E,2013-01-02 10:05:57,T,2.02,23.076229,8076.68,2013-01-02 10:06:26,248,I,,IB9048,1,L,S,FCH PRA,,0,,
248,3,FCH PRA,250,400,2012-02-29 10:16:11,20.19168,5047.92,E,2013-01-02 10:06:26,T,3.01,32.30672,8076.68,2013-01-25 14:27:32,248,I,,IB9048,1,L,S,FCH PRA,,0,,
248,4,FCH PRA,7,400,2012-02-29 10:16:11,20.191429,141.34,E,2013-01-25 14:27:32,T,194.02,1153.811429,8076.68,2013-01-25 14:28:22,248,I,,IB9048,1,L,S,FCH PRA,,0,,
248,5,FCH PRA,0,400,2012-02-29 10:16:11,20.191429,0,C,2013-01-25 14:28:22,T,195.03,1153.811429,8076.68,2013-01-25 14:28:22,248,I,,IB9048,1,L,S,FCH PRA,,0,,
249,1,GNTX,100,100,2012-02-29 10:26:48,24.4317,2443.17,E,2012-02-29 10:26:48,I,0,24.4317,2443.17,2013-03-11 13:10:05,249,I,,IB9048,1,L,S,GNTX,,0,,
249,2,GNTX,0,100,2012-02-29 10:26:48,24.4317,-0.35,C,2013-03-11 13:10:05,T,443.01,24.4317,2443.17,2013-03-11 13:10:05,249,I,,IB9048,1,L,S,GNTX,,0,,
250,1,GNTX,100,100,2012-02-29 10:26:48,24.435203,2443.52,E,2012-02-29 10:26:48,I,0,24.435203,2443.52,2013-03-11 13:10:05,250,I,,IB9048,1,L,S,GNTX,,0,,
250,2,GNTX,0,100,2012-02-29 10:26:48,24.435203,0,C,2013-03-11 13:10:05,T,443.02,24.435203,2443.52,2013-03-11 13:10:05,250,I,,IB9048,1,L,S,GNTX,,0,,
251,1,GNTX,100,100,2012-02-29 10:26:48,24.435203,2443.52,E,2012-02-29 10:26:48,I,0,24.435203,2443.52,2013-03-11 13:10:05,251,I,,IB9048,1,L,S,GNTX,,0,,
251,2,GNTX,0,100,2012-02-29 10:26:48,24.435203,0,C,2013-03-11 13:10:05,T,443.03,24.435203,2443.52,2013-03-11 13:10:05,251,I,,IB9048,1,L,S,GNTX,,0,,
252,1,GNTX,100,100,2012-02-29 10:26:48,24.434203,2443.42,E,2012-02-29 10:26:48,I,0,24.434203,2443.42,2013-03-11 13:10:05,252,I,,IB9048,1,L,S,GNTX,,0,,
252,2,GNTX,0,100,2012-02-29 10:26:48,24.434203,0,C,2013-03-11 13:10:05,T,443.04,24.434203,2443.42,2013-03-11 13:10:05,252,I,,IB9048,1,L,S,GNTX,,0,,
253,1,GNTX,100,100,2012-02-29 10:26:48,24.435203,2443.52,E,2012-02-29 10:26:48,I,0,24.435203,2443.52,2013-03-11 13:10:05,253,I,,IB9048,1,L,S,GNTX,,0,,
253,2,GNTX,0,100,2012-02-29 10:26:48,24.435203,0.35,C,2013-03-11 13:10:05,T,443.05,24.435203,2443.52,2013-03-11 13:10:05,253,I,,IB9048,1,L,S,GNTX,,0,,
254,1,GNTX,100,100,2012-02-29 10:26:49,24.436603,2443.66,E,2012-02-29 10:26:49,I,0,24.436603,2443.66,2013-03-11 13:10:05,254,I,,IB9048,1,L,S,GNTX,,0,,
254,2,GNTX,0,100,2012-02-29 10:26:49,24.436603,0,C,2013-03-11 13:10:05,T,443.06,24.436603,2443.66,2013-03-11 13:10:05,254,I,,IB9048,1,L,S,GNTX,,0,,
255,1,GTAT,100,100,2012-02-29 12:58:40,8.555106,855.51,E,2012-02-29 12:58:40,I,0,8.555106,855.51,2013-02-12 10:27:51,255,I,,IB9048,1,L,S,GTAT,,0,,
255,2,GTAT,0,100,2012-02-29 12:58:40,8.555106,0,C,2013-02-12 10:27:51,T,252.07,8.555106,855.51,2013-02-12 10:27:51,255,I,,IB9048,1,L,S,GTAT,,0,,
256,1,GTAT,100,100,2012-02-29 12:59:40,8.551603,855.16,E,2012-02-29 12:59:40,I,0,8.551603,855.16,2013-02-12 10:36:00,256,I,,IB9048,1,L,S,GTAT,,0,,
256,2,GTAT,0,100,2012-02-29 12:59:40,8.551603,-1709.97,C,2013-02-12 10:36:00,T,253.01,8.551603,855.16,2013-02-12 10:36:00,256,I,,IB9048,1,L,S,GTAT,,0,,
257,1,GTAT,200,200,2012-02-29 12:59:40,8.549852,1709.97,E,2012-02-29 12:59:40,I,0,8.549852,1709.97,2013-02-12 10:36:00,257,I,,IB9048,1,L,S,GTAT,,0,,
257,2,GTAT,0,200,2012-02-29 12:59:40,8.549852,-0.12,C,2013-02-12 10:36:00,T,253.02,8.549852,1709.97,2013-02-12 10:36:00,257,I,,IB9048,1,L,S,GTAT,,0,,
258,1,ODP,300,300,2012-02-29 15:10:34,3.422203,1026.66,O,2012-02-29 15:10:34,I,0,3.422203,1026.66,,258,I,,IB9048,1,L,S,ODP,,0,,
259,1,SPLS,400,400,2012-02-29 15:36:59,14.561503,5824.6,E,2012-02-29 15:36:59,I,0,14.561503,5824.6,2013-02-19 09:00:15,259,I,,IB9048,1,L,S,SPLS,,0,,
259,2,SPLS,300,400,2012-02-29 15:36:59,14.5615,4368.45,E,2013-02-19 09:00:15,T,280.01,19.415333,5824.6,2013-02-19 09:00:15,259,I,,IB9048,1,L,S,SPLS,,0,,
259,3,SPLS,100,400,2012-02-29 15:36:59,14.5615,1456.15,E,2013-02-19 09:00:15,T,281.01,58.246,5824.6,2013-02-19 09:00:15,259,I,,IB9048,1,L,S,SPLS,,0,,
259,4,SPLS,0,400,2012-02-29 15:36:59,14.5615,0,C,2013-02-19 09:00:15,T,282.01,58.246,5824.6,2013-02-19 09:00:15,259,I,,IB9048,1,L,S,SPLS,,0,,
260,1,SPRD,100,100,2012-02-29 15:53:30,13.708706,1370.87,O,2012-02-29 15:53:30,I,0,13.708706,1370.87,,260,I,,IB9048,1,L,S,SPRD,,0,,
261,1,SPRD,100,100,2012-02-29 15:53:30,13.7031,1370.31,O,2012-02-29 15:53:30,I,0,13.7031,1370.31,,261,I,,IB9048,1,L,S,SPRD,,0,,
262,1,SPPI,140,140,2012-03-01 09:40:14,13.051503,1827.21,O,2012-03-01 09:40:14,I,0,13.051503,1827.21,,262,I,,IB9048,1,L,S,SPPI,,0,,
263,1,SPPI,660,660,2012-03-01 09:40:27,13.051503,8613.99,O,2012-03-01 09:40:27,I,0,13.051503,8613.99,,263,I,,IB9048,1,L,S,SPPI,,0,,
264,1,CIM,2200,2200,2012-03-01 09:50:40,2.812203,6186.85,E,2012-03-01 09:50:40,I,0,2.812203,6186.85,2013-01-31 07:07:08,264,I,,IB9048,1,L,S,CIM,,0,,
264,2,CIM,300,2200,2012-03-01 09:50:40,3.0022,900.66,O,2013-01-31 07:07:08,T,205.01,20.622833,6186.85,,264,I,,IB9048,1,L,S,CIM,,0,,
265,1,IL,400,400,2012-03-05 16:20:00,5.907256,2362.9,O,2012-03-05 16:20:00,I,0,5.907256,2362.9,,265,I,,IB9048,1,L,S,IL,,0,,
266,1,ANR,300,300,2012-03-16 16:20:00,18.263058,5478.92,O,2012-03-16 16:20:00,I,0,18.263058,5478.92,,266,I,,IB9048,1,L,S,ANR,,0,,
267,1,MAPP,600,600,2012-03-27 09:30:00,13.984203,8390.52,E,2012-03-27 09:30:00,I,0,13.984203,8390.52,2013-02-05 14:19:25,267,I,,IB9048,1,L,S,MAPP,,0,,
267,2,MAPP,0,600,2012-03-27 09:30:00,13.984203,0,C,2013-02-05 14:19:25,T,218.01,13.984203,8390.52,2013-02-05 14:19:25,267,I,,IB9048,1,L,S,MAPP,,0,,
268,1,WFT,700,700,2012-03-28 14:02:15,15.092203,10564.54,E,2012-03-28 14:02:15,I,0,15.092203,10564.54,2013-01-15 09:43:07,268,I,,IB9048,1,L,S,WFT,,0,,
268,2,WFT,600,700,2012-03-28 14:02:15,15.0922,9055.32,E,2013-01-15 09:43:07,T,86.01,17.607567,10564.54,2013-01-15 09:43:07,268,I,,IB9048,1,L,S,WFT,,0,,
268,3,WFT,500,700,2012-03-28 14:02:15,15.0922,7546.1,E,2013-01-15 09:43:07,T,87.01,21.12908,10564.54,2013-01-15 09:43:07,268,I,,IB9048,1,L,S,WFT,,0,,
268,4,WFT,400,700,2012-03-28 14:02:15,15.0922,6036.88,E,2013-01-15 09:43:07,T,88.01,26.41135,10564.54,2013-01-16 09:39:29,268,I,,IB9048,1,L,S,WFT,,0,,
268,5,WFT,0,700,2012-03-28 14:02:15,15.0922,0,C,2013-01-16 09:39:29,T,96.01,26.41135,10564.54,2013-01-16 09:39:29,268,I,,IB9048,1,L,S,WFT,,0,,
269,1,SCGLY,325,325,2012-03-29 13:22:46,5.783703,1879.7,O,2012-03-29 13:22:46,I,0,5.783703,1879.7,,269,I,,IB9048,1,L,S,SCGLY,,0,,
270,1,SCGLY,17,17,2012-03-29 13:52:50,5.783703,98.32,O,2012-03-29 13:52:50,I,0,5.783703,98.32,,270,I,,IB9048,1,L,S,SCGLY,,0,,
271,1,SCGLY,195,195,2012-03-29 13:52:54,5.783703,1127.82,O,2012-03-29 13:52:54,I,0,5.783703,1127.82,,271,I,,IB9048,1,L,S,SCGLY,,0,,
272,1,SCGLY,328,328,2012-03-29 14:14:02,5.783703,1897.05,O,2012-03-29 14:14:02,I,0,5.783703,1897.05,,272,I,,IB9048,1,L,S,SCGLY,,0,,
273,1,SCGLY,135,135,2012-03-29 14:17:07,5.783703,780.8,O,2012-03-29 14:17:07,I,0,5.783703,780.8,,273,I,,IB9048,1,L,S,SCGLY,,0,,
274,1,PRMW,300,300,2012-04-17 16:20:00,2.157232,647.17,E,2012-04-17 16:20:00,I,0,2.157232,647.17,2013-01-18 10:30:55,274,I,,IB9048,1,L,S,PRMW,,0,,
274,2,PRMW,0,300,2012-04-17 16:20:00,2.157232,0,C,2013-01-18 10:30:55,T,115.01,2.157232,647.17,2013-01-18 10:30:55,274,I,,IB9048,1,L,S,PRMW,,0,,
275,1,LNKD 18JAN14 120.0 C,-1,-1,2012-04-18 14:27:41,19.889309,-1988.93,O,2012-04-18 14:27:41,I,0,19.889309,-1988.93,,275,I,,IB9048,100,S,O,LNKD,2014-01-18,120,C,
276,1,MAPP,600,600,2012-04-20 16:20:00,12.207295,7324.38,E,2012-04-20 16:20:00,I,0,12.207295,7324.38,2013-02-05 14:19:25,276,I,,IB9048,1,L,S,MAPP,,0,,
276,2,MAPP,0,600,2012-04-20 16:20:00,12.207295,0,C,2013-02-05 14:19:25,T,218.02,12.207295,7324.38,2013-02-05 14:19:25,276,I,,IB9048,1,L,S,MAPP,,0,,
277,1,PRMW,2600,2600,2012-04-20 16:20:00,2.157232,5608.8,E,2012-04-20 16:20:00,I,0,2.157232,5608.8,2013-04-17 09:52:59,277,I,,IB9048,1,L,S,PRMW,,0,,
277,2,PRMW,2500,2600,2012-04-20 16:20:00,2.157232,5393.08,E,2013-04-17 09:52:59,T,605.01,2.24352,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,3,PRMW,2400,2600,2012-04-20 16:20:00,2.157233,5177.36,E,2013-04-17 10:36:09,T,613.01,2.337,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,4,PRMW,2300,2600,2012-04-20 16:20:00,2.157235,4961.64,E,2013-04-17 10:36:09,T,614.01,2.438609,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,5,PRMW,2100,2600,2012-04-20 16:20:00,2.157233,4530.19,E,2013-04-17 10:36:09,T,615.01,2.670857,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,6,PRMW,1823,2600,2012-04-20 16:20:00,2.157235,3932.64,E,2013-04-17 10:36:09,T,616.01,3.076687,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,7,PRMW,1723,2600,2012-04-20 16:20:00,2.157237,3716.92,E,2013-04-17 10:36:09,T,617.01,3.255252,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,8,PRMW,1623,2600,2012-04-20 16:20:00,2.15724,3501.2,E,2013-04-17 10:36:09,T,618.01,3.455823,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,9,PRMW,1423,2600,2012-04-20 16:20:00,2.157238,3069.75,E,2013-04-17 10:36:09,T,619.01,3.941532,5608.8,2013-04-17 10:36:09,277,I,,IB9048,1,L,S,PRMW,,0,,
277,10,PRMW,1223,2600,2012-04-20 16:20:00,2.157236,2638.3,E,2013-04-17 10:36:09,T,620.01,4.5861,5608.8,2013-04-17 10:37:12,277,I,,IB9048,1,L,S,PRMW,,0,,
277,11,PRMW,1000,2600,2012-04-20 16:20:00,2.15724,2157.24,O,2013-04-17 10:37:12,T,621.01,5.6088,5608.8,,277,I,,IB9048,1,L,S,PRMW,,0,,
278,1,LDK,150,150,2012-04-23 15:01:54,2.931911,439.79,O,2012-04-23 15:01:54,I,0,2.931911,439.79,,278,I,,IB9048,1,L,S,LDK,,0,,
279,1,LDK,200,200,2012-04-23 15:01:54,2.932203,586.44,O,2012-04-23 15:01:54,I,0,2.932203,586.44,,279,I,,IB9048,1,L,S,LDK,,0,,
280,1,LDK,100,100,2012-04-23 15:02:20,2.932203,293.22,O,2012-04-23 15:02:20,I,0,2.932203,293.22,,280,I,,IB9048,1,L,S,LDK,,0,,
281,1,LDK,200,200,2012-04-23 15:02:20,2.932203,586.44,O,2012-04-23 15:02:20,I,0,2.932203,586.44,,281,I,,IB9048,1,L,S,LDK,,0,,
282,1,LDK,500,500,2012-04-23 15:02:53,2.932203,1466.1,O,2012-04-23 15:02:53,I,0,2.932203,1466.1,,282,I,,IB9048,1,L,S,LDK,,0,,
283,1,LDK,200,200,2012-04-23 15:02:56,2.932203,586.44,O,2012-04-23 15:02:56,I,0,2.932203,586.44,,283,I,,IB9048,1,L,S,LDK,,0,,
284,1,LDK,50,50,2012-04-23 15:57:40,2.931503,146.58,O,2012-04-23 15:57:40,I,0,2.931503,146.58,,284,I,,IB9048,1,L,S,LDK,,0,,
285,1,LNKD 18JAN14 125.0 C,-1,-1,2012-04-25 15:24:55,17.596861,-1759.69,O,2012-04-25 15:24:55,I,0,17.596861,-1759.69,,285,I,,IB9048,100,S,O,LNKD,2014-01-18,125,C,
286,1,AFL,300,300,2012-04-25 15:36:28,45.412203,13623.66,O,2012-04-25 15:36:28,I,0,45.412203,13623.66,,286,I,,IB9048,1,L,S,AFL,,0,,
287,1,CI,100,100,2012-04-25 15:43:25,48.205706,4820.57,O,2012-04-25 15:43:25,I,0,48.205706,4820.57,,287,I,,IB9048,1,L,S,CI,,0,,
288,1,CI,100,100,2012-04-25 15:43:27,48.1987,4819.87,O,2012-04-25 15:43:27,I,0,48.1987,4819.87,,288,I,,IB9048,1,L,S,CI,,0,,
289,1,CI,100,100,2012-04-25 15:43:28,48.202203,4820.22,O,2012-04-25 15:43:28,I,0,48.202203,4820.22,,289,I,,IB9048,1,L,S,CI,,0,,
290,1,SPU,1392,1392,2012-04-26 09:39:17,1.771319,2465.68,E,2012-04-26 09:39:17,I,0,1.771319,2465.68,2013-01-02 10:12:34,290,I,,IB9048,1,L,S,SPU,,0,,
290,2,SPU,984,1392,2012-04-26 09:39:17,1.771321,1742.98,E,2013-01-02 10:12:34,T,4.01,2.505772,2465.68,2013-02-11 23:59:59,290,I,,IB9048,1,L,S,SPU,,0,,
290,3,SPU,984,1392,2012-04-26 09:39:17,1.771321,1742.98,O,2013-02-12 00:00:05,Xfer,11.15,2.505772,2465.68,,290,I,,TOS3622,1,L,S,SPU,,0,,
291,1,TSPT,200,200,2012-04-26 15:39:50,9.261203,1852.24,E,2012-04-26 15:39:50,I,0,9.261203,1852.24,2013-02-05 15:47:09,291,I,,IB9048,1,L,S,TSPT,,0,,
291,2,TSPT,100,200,2012-04-26 15:39:50,9.2612,926.12,E,2013-02-05 15:47:09,T,222.01,18.5224,1852.24,2013-02-05 15:49:06,291,I,,IB9048,1,L,S,TSPT,,0,,
291,3,TSPT,0,200,2012-04-26 15:39:50,9.2612,0,C,2013-02-05 15:49:06,T,223.01,18.5224,1852.24,2013-02-05 15:49:06,291,I,,IB9048,1,L,S,TSPT,,0,,
292,1,TSPT,100,100,2012-04-26 15:40:45,9.261203,926.12,E,2012-04-26 15:40:45,I,0,9.261203,926.12,2013-02-05 15:45:39,292,I,,IB9048,1,L,S,TSPT,,0,,
292,2,TSPT,0,100,2012-04-26 15:40:45,9.261203,0,C,2013-02-05 15:45:39,T,221.01,9.261203,926.12,2013-02-05 15:45:39,292,I,,IB9048,1,L,S,TSPT,,0,,
293,1,TSPT,200,200,2012-04-26 15:40:50,9.261203,1852.24,E,2012-04-26 15:40:50,I,0,9.261203,1852.24,2013-02-05 15:30:36,293,I,,IB9048,1,L,S,TSPT,,0,,
293,2,TSPT,0,200,2012-04-26 15:40:50,9.261203,0,C,2013-02-05 15:30:36,T,219.01,9.261203,1852.24,2013-02-05 15:30:36,293,I,,IB9048,1,L,S,TSPT,,0,,
294,1,TSPT,200,200,2012-04-26 15:41:03,9.261203,1852.24,E,2012-04-26 15:41:03,I,0,9.261203,1852.24,2013-01-28 12:43:32,294,I,,IB9048,1,L,S,TSPT,,0,,
294,2,TSPT,100,200,2012-04-26 15:41:03,9.2612,926.12,E,2013-01-28 12:43:32,T,201.01,18.5224,1852.24,2013-01-28 12:45:37,294,I,,IB9048,1,L,S,TSPT,,0,,
294,3,TSPT,0,200,2012-04-26 15:41:03,9.2612,0,C,2013-01-28 12:45:37,T,202.01,18.5224,1852.24,2013-01-28 12:45:37,294,I,,IB9048,1,L,S,TSPT,,0,,
295,1,MEET,100,100,2012-04-30 15:54:28,3.785606,378.56,O,2012-04-30 15:54:28,I,0,3.785606,378.56,,295,I,,IB9048,1,L,S,MEET,,0,,
296,1,MEET,900,900,2012-04-30 15:56:36,3.781714,3403.54,O,2012-04-30 15:56:36,I,0,3.781714,3403.54,,296,I,,IB9048,1,L,S,MEET,,0,,
297,1,ODP,1000,1000,2012-04-30 15:57:29,3.032203,3032.2,O,2012-04-30 15:57:29,I,0,3.032203,3032.2,,297,I,,IB9048,1,L,S,ODP,,0,,
298,1,ODP,100,100,2012-05-01 15:26:48,2.845706,284.57,O,2012-05-01 15:26:48,I,0,2.845706,284.57,,298,I,,IB9048,1,L,S,ODP,,0,,
299,1,ODP,400,400,2012-05-01 15:26:48,2.841327,1136.53,O,2012-05-01 15:26:48,I,0,2.841327,1136.53,,299,I,,IB9048,1,L,S,ODP,,0,,
300,1,ODP,100,100,2012-05-01 15:26:57,2.842203,284.22,E,2012-05-01 15:26:57,I,0,2.842203,284.22,2013-01-04 10:30:05,300,I,,IB9048,1,L,S,ODP,,0,,
300,2,ODP,0,100,2012-05-01 15:26:57,2.842203,0,C,2013-01-04 10:30:05,T,17.01,2.842203,284.22,2013-01-04 10:30:05,300,I,,IB9048,1,L,S,ODP,,0,,
301,1,ODP,100,100,2012-05-01 15:26:57,2.842203,284.22,O,2012-05-01 15:26:57,I,0,2.842203,284.22,,301,I,,IB9048,1,L,S,ODP,,0,,
302,1,ODP,100,100,2012-05-01 15:26:57,2.842203,284.22,O,2012-05-01 15:26:57,I,0,2.842203,284.22,,302,I,,IB9048,1,L,S,ODP,,0,,
303,1,ODP,200,200,2012-05-01 15:26:57,2.842203,568.44,E,2012-05-01 15:26:57,I,0,2.842203,568.44,2013-01-04 10:30:05,303,I,,IB9048,1,L,S,ODP,,0,,
303,2,ODP,0,200,2012-05-01 15:26:57,2.842203,0,C,2013-01-04 10:30:05,T,17.02,2.842203,568.44,2013-01-04 10:30:05,303,I,,IB9048,1,L,S,ODP,,0,,
304,1,EDS,100,100,2012-05-01 15:59:00,3.008,300.8,O,2012-05-01 15:59:00,I,0,3.008,300.8,,304,I,,IB9048,1,L,S,EDS,,0,,
305,1,EDS,100,100,2012-05-01 15:59:08,3.009611,300.96,O,2012-05-01 15:59:08,I,0,3.009611,300.96,,305,I,,IB9048,1,L,S,EDS,,0,,
306,1,EDS,100,100,2012-05-01 15:59:14,3.011503,301.15,O,2012-05-01 15:59:14,I,0,3.011503,301.15,,306,I,,IB9048,1,L,S,EDS,,0,,
307,1,EDS,100,100,2012-05-01 15:59:20,3.011503,301.15,O,2012-05-01 15:59:20,I,0,3.011503,301.15,,307,I,,IB9048,1,L,S,EDS,,0,,
308,1,EDS,100,100,2012-05-01 15:59:26,3.011503,301.15,O,2012-05-01 15:59:26,I,0,3.011503,301.15,,308,I,,IB9048,1,L,S,EDS,,0,,
309,1,EDS,100,100,2012-05-01 15:59:26,3.011503,301.15,O,2012-05-01 15:59:26,I,0,3.011503,301.15,,309,I,,IB9048,1,L,S,EDS,,0,,
310,1,EDS,54,54,2012-05-01 15:59:30,3.011503,162.62,O,2012-05-01 15:59:30,I,0,3.011503,162.62,,310,I,,IB9048,1,L,S,EDS,,0,,
311,1,LNKD 18JAN14 125.0 C,-2,-2,2012-05-07 12:26:51,25.692179,-5138.44,O,2012-05-07 12:26:51,I,0,25.692179,-5138.44,,311,I,,IB9048,100,S,O,LNKD,2014-01-18,125,C,
312,1,CRM 19JAN13 160.0 C,-2,-2,2012-05-08 14:40:41,5.836446,-1167.29,E,2012-05-08 14:40:41,I,0,5.836446,-1167.29,2013-01-18 16:20:00,312,I,LD,IB9048,100,S,O,CRM,2013-01-19,160,C,
312,2,CRM 19JAN13 160.0 C,0,-2,2012-05-08 14:40:41,5.836446,0,C,2013-01-18 16:20:00,T,139.02,5.836446,-1167.29,2013-01-18 16:20:00,312,I,LD,IB9048,100,S,O,CRM,2013-01-19,160,C,
313,1,SVNT,100,100,2012-05-10 14:45:12,1.601503,160.15,O,2012-05-10 14:45:12,I,0,1.601503,160.15,,313,I,,IB9048,1,L,S,SVNT,,0,,
314,1,SVNT,200,200,2012-05-10 14:53:15,1.601503,320.3,O,2012-05-10 14:53:15,I,0,1.601503,320.3,,314,I,,IB9048,1,L,S,SVNT,,0,,
315,1,SVNT,700,700,2012-05-10 14:55:56,1.601503,1121.05,O,2012-05-10 14:55:56,I,0,1.601503,1121.05,,315,I,,IB9048,1,L,S,SVNT,,0,,
316,1,SVNT,800,800,2012-05-10 14:56:25,1.601503,1281.2,O,2012-05-10 14:56:25,I,0,1.601503,1281.2,,316,I,,IB9048,1,L,S,SVNT,,0,,
317,1,GS,94,94,2012-05-11 10:48:32,103.086153,9690.1,O,2012-05-11 10:48:32,I,0,103.086153,9690.1,,317,I,,IB9048,1,L,S,GS,,0,,
318,1,GS,106,106,2012-05-11 10:48:32,103.0787,10926.34,O,2012-05-11 10:48:32,I,0,103.0787,10926.34,,318,I,,IB9048,1,L,S,GS,,0,,
319,1,PBTH,800,800,2012-05-11 11:34:15,5.331203,4264.96,O,2012-05-11 11:34:15,I,0,5.331203,4264.96,,319,I,,IB9048,1,L,S,PBTH,,0,,
320,1,XIN,500,500,2012-05-11 12:56:20,3.422203,1711.1,E,2012-05-11 12:56:20,I,0,3.422203,1711.1,2013-02-11 23:59:59,320,I,,IB9048,1,L,S,XIN,,0,,
320,2,XIN,500,500,2012-05-11 12:56:20,3.422203,1711.1,O,2013-02-12 00:00:05,Xfer,11.16,3.422203,1711.1,,320,I,,TOS3622,1,L,S,XIN,,0,,
321,1,XIN,200,200,2012-05-11 13:07:48,3.422203,684.44,E,2012-05-11 13:07:48,I,0,3.422203,684.44,2013-02-11 23:59:59,321,I,,IB9048,1,L,S,XIN,,0,,
321,2,XIN,200,200,2012-05-11 13:07:48,3.422203,684.44,O,2013-02-12 00:00:05,Xfer,11.17,3.422203,684.44,,321,I,,TOS3622,1,L,S,XIN,,0,,
322,1,KNDI,300,300,2012-05-14 15:39:53,3.031503,909.45,E,2012-05-14 15:39:53,I,0,3.031503,909.45,2013-02-11 23:59:59,322,I,,IB9048,1,L,S,KNDI,,0,,
322,2,KNDI,300,300,2012-05-14 15:39:53,3.031503,909.45,O,2013-02-12 00:00:05,Xfer,11.18,3.031503,909.45,,322,I,,TOS3622,1,L,S,KNDI,,0,,
323,1,PBKEF,100,100,2012-05-14 15:56:05,11.657206,1165.72,O,2012-05-14 15:56:05,I,0,11.657206,1165.72,,323,I,,IB9048,1,L,S,PBKEF,,0,,
324,1,PBKEF,400,400,2012-05-14 15:56:13,11.652827,4661.13,O,2012-05-14 15:56:13,I,0,11.652827,4661.13,,324,I,,IB9048,1,L,S,PBKEF,,0,,
325,1,TEF,18,18,2012-05-15 00:00:00,13.46808,242.43,E,2012-05-15 00:00:00,I,0,13.46808,242.43,2013-01-14 10:44:01,325,I,,IB9048,1,L,S,TEF,,0,,
325,2,TEF,0,18,2012-05-15 00:00:00,13.46808,0,C,2013-01-14 10:44:01,T,77.03,13.46808,242.43,2013-01-14 10:44:01,325,I,,IB9048,1,L,S,TEF,,0,,
326,1,GMXR,200,200,2012-05-15 15:58:25,1.092203,218.44,E,2012-05-15 15:58:25,I,0,1.092203,218.44,2013-01-04 00:00:20,326,I; Sp,,IB9048,1,L,S,GMXR,,0,,
326,2,GMXR,15.3846,15.3846,2012-05-15 15:58:25,14.198639,218.44,E,2013-01-04 00:00:20,Sp,16.01,14.198639,218.44,2013-02-05 15:59:43,326,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
326,3,GMXR,0,15.3846,2012-05-15 15:58:25,14.198639,0,C,2013-02-05 15:59:43,T,225.03,14.198639,218.44,2013-02-05 15:59:43,326,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
327,1,GMXR,200,200,2012-05-15 15:58:25,1.092203,218.44,E,2012-05-15 15:58:25,I,0,1.092203,218.44,2013-01-04 00:00:20,327,I; Sp,,IB9048,1,L,S,GMXR,,0,,
327,2,GMXR,15.3846,15.3846,2012-05-15 15:58:25,14.198639,218.44,E,2013-01-04 00:00:20,Sp,16.01,14.198639,218.44,2013-02-06 10:23:10,327,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
327,3,GMXR,12.9231,15.3846,2012-05-15 15:58:25,14.198606,183.49,E,2013-02-06 10:23:10,T,226.01,16.903065,218.44,2013-02-06 10:23:10,327,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
327,4,GMXR,0,15.3846,2012-05-15 15:58:25,14.198606,0,C,2013-02-06 10:23:10,T,227.03,16.903065,218.44,2013-02-06 10:23:10,327,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
328,1,GMXR,400,400,2012-05-15 15:58:25,1.092203,436.88,E,2012-05-15 15:58:25,I,0,1.092203,436.88,2013-01-04 00:00:20,328,I; Sp,,IB9048,1,L,S,GMXR,,0,,grp w 327
328,2,GMXR,30.7692,30.7692,2012-05-15 15:58:25,14.198639,436.88,E,2013-01-04 00:00:20,Sp,16.01,14.198639,436.88,2013-02-06 10:23:10,328,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,grp w 327
