lot_id,line_num,Symbol,Q,Qori,Lot_Time,adj_price,adj_basis,OCE,Start_Time,How,foreign_id,Cost_Price,Cost_Basis,end_time,inputLine,L_codes,Codes,Account,Multi,LS,SecType,Underlying,Expiry,Strike,O_Type,Notes
1,1,WFT,100,100,2011-03-11 12:57:34,20.9787,2097.87,E,2011-03-11 12:57:34,I,0,20.9787,2097.87,2013-01-15 09:43:07,1,I,,IB9048,1,L,S,WFT,,0,,
1,2,WFT,0,100,2011-03-11 12:57:34,20.9787,0,C,2013-01-15 09:43:07,T,85.01,20.9787,2097.87,2013-01-15 09:43:07,1,I,,IB9048,1,L,S,WFT,,0,,
2,1,WFT,500,500,2011-03-11 12:57:53,20.982203,10491.1,E,2011-03-11 12:57:53,I,0,20.982203,10491.1,2013-01-14 09:42:05,2,I,,IB9048,1,L,S,WFT,,0,,
2,2,WFT,0,500,2011-03-11 12:57:53,20.982203,0,C,2013-01-14 09:42:05,T,73.01,20.982203,10491.1,2013-01-14 09:42:05,2,I,,IB9048,1,L,S,WFT,,0,,
3,1,GMO,100,100,2011-03-11 13:13:28,5.018206,501.82,O,2011-03-11 13:13:28,I,0,5.018206,501.82,,3,I,,IB9048,1,L,S,GMO,,0,,
4,1,GMO,100,100,2011-03-11 13:13:28,5.0132,501.32,O,2011-03-11 13:13:28,I,0,5.0132,501.32,,4,I,,IB9048,1,L,S,GMO,,0,,
5,1,GMO,100,100,2011-03-11 13:13:28,5.016703,501.67,O,2011-03-11 13:13:28,I,0,5.016703,501.67,,5,I,,IB9048,1,L,S,GMO,,0,,
6,1,GMO,100,100,2011-03-11 13:13:28,5.016503,501.65,O,2011-03-11 13:13:28,I,0,5.016503,501.65,,6,I,,IB9048,1,L,S,GMO,,0,,
7,1,GMO,100,100,2011-03-11 13:13:28,5.016703,501.67,O,2011-03-11 13:13:28,I,0,5.016703,501.67,,7,I,,IB9048,1,L,S,GMO,,0,,
8,1,GMO,100,100,2011-03-11 13:13:28,5.016703,501.67,O,2011-03-11 13:13:28,I,0,5.016703,501.67,,8,I,,IB9048,1,L,S,GMO,,0,,
9,1,GMO,100,100,2011-03-11 13:13:28,5.016703,501.67,O,2011-03-11 13:13:28,I,0,5.016703,501.67,,9,I,,IB9048,1,L,S,GMO,,0,,
10,1,GMO,100,100,2011-03-11 13:13:28,5.014703,501.47,O,2011-03-11 13:13:28,I,0,5.014703,501.47,,10,I,,IB9048,1,L,S,GMO,,0,,
11,1,GMO,300,300,2011-03-11 13:13:28,5.016703,1505.01,O,2011-03-11 13:13:28,I,0,5.016703,1505.01,,11,I,,IB9048,1,L,S,GMO,,0,,
12,1,GMO,400,400,2011-03-11 13:13:28,5.016503,2006.6,O,2011-03-11 13:13:28,I,0,5.016503,2006.6,,12,I,,IB9048,1,L,S,GMO,,0,,
13,1,GMO,500,500,2011-03-11 13:13:28,5.016703,2508.35,O,2011-03-11 13:13:28,I,0,5.016703,2508.35,,13,I,,IB9048,1,L,S,GMO,,0,,
14,1,CIM,500,500,2011-03-11 14:05:38,4.164203,2082.1,E,2011-03-11 14:05:38,I,0,4.164203,2082.1,2013-03-07 13:02:42,14,I,,IB9048,1,L,S,CIM,,0,,
14,2,CIM,100,500,2011-03-11 14:05:38,4.2842,428.42,E,2013-03-07 13:02:42,T,414.01,20.821,2082.1,2013-04-26 10:00:16,14,I,,IB9048,1,L,S,CIM,,0,,
14,3,CIM,0,500,2011-03-11 14:05:38,4.2842,15,C,2013-04-26 10:00:16,T,708.01,20.821,2082.1,2013-04-26 10:00:16,14,I,,IB9048,1,L,S,CIM,,0,,
15,1,CIM,1600,1600,2011-03-11 14:05:38,4.162303,6659.68,E,2011-03-11 14:05:38,I,0,4.162303,6659.68,2013-01-15 12:26:43,15,I,,IB9048,1,L,S,CIM,,0,,
15,2,CIM,1400,1600,2011-03-11 14:05:38,4.166586,5833.22,E,2013-01-15 12:26:43,T,94.01,4.756914,6659.68,2013-02-01 15:47:16,15,I,,IB9048,1,L,S,CIM,,0,,
15,3,CIM,1200,1600,2011-03-11 14:05:38,4.1723,5006.76,E,2013-02-01 15:47:16,T,210.01,5.549733,6659.68,2013-02-01 15:47:23,15,I,,IB9048,1,L,S,CIM,,0,,
15,4,CIM,1000,1600,2011-03-11 14:05:38,4.1803,4180.3,E,2013-02-01 15:47:23,T,211.01,6.65968,6659.68,2013-04-26 10:00:16,15,I,,IB9048,1,L,S,CIM,,0,,
15,5,CIM,700,1600,2011-03-11 14:05:38,4.200871,2940.61,E,2013-04-26 10:00:16,T,708.02,9.513829,6659.68,2013-04-29 10:18:36,15,I,,IB9048,1,L,S,CIM,,0,,
15,6,CIM,300,1600,2011-03-11 14:05:38,4.2923,1287.69,O,2013-04-29 10:18:36,T,717.01,22.198933,6659.68,,15,I,,IB9048,1,L,S,CIM,,0,,
16,1,NVDA,100,100,2011-03-15 10:07:24,17.356703,1735.67,O,2011-03-15 10:07:24,I,0,17.356703,1735.67,,16,I,,IB9048,1,L,S,NVDA,,0,,
17,1,NVDA,100,100,2011-03-15 10:07:24,17.356703,1735.67,O,2011-03-15 10:07:24,I,0,17.356703,1735.67,,17,I,,IB9048,1,L,S,NVDA,,0,,
18,1,NVDA,100,100,2011-03-15 10:07:24,17.356703,1735.67,O,2011-03-15 10:07:24,I,0,17.356703,1735.67,,18,I,,IB9048,1,L,S,NVDA,,0,,
19,1,NVDA,200,200,2011-03-15 10:07:24,17.356703,3471.34,O,2011-03-15 10:07:24,I,0,17.356703,3471.34,,19,I,,IB9048,1,L,S,NVDA,,0,,
20,1,NVDA,300,300,2011-03-15 10:07:24,17.356703,5207.01,O,2011-03-15 10:07:24,I,0,17.356703,5207.01,,20,I,,IB9048,1,L,S,NVDA,,0,,
21,1,TRQ,145,145,2011-03-28 09:40:22,27.084703,3927.28,E,2011-03-28 09:40:22,I,0,27.084703,3927.28,2013-01-07 11:02:03,21,I,,IB9048,1,L,S,TRQ,,0,,
21,2,TRQ,0,145,2011-03-28 09:40:22,27.084703,0,C,2013-01-07 11:02:03,T,33.01,27.084703,3927.28,2013-01-07 11:02:03,21,I,,IB9048,1,L,S,TRQ,,0,,
22,1,AMAT 19JAN13 15.0 P,-9,-9,2011-04-01 15:44:50,2.536455,-2282.81,E,2011-04-01 15:44:50,I,0,2.536455,-2282.81,2013-01-18 16:20:00,22,I,,IB9048,100,S,O,AMAT,2013-01-19,15,P,
22,2,AMAT 19JAN13 15.0 P,0,-9,2011-04-01 15:44:50,2.536455,0,C,2013-01-18 16:20:00,T,130.01,2.536455,-2282.81,2013-01-18 16:20:00,22,I,,IB9048,100,S,O,AMAT,2013-01-19,15,P,
23,1,AMAT 19JAN13 15.0 P,-6,-6,2011-04-01 15:44:50,2.536455,-1521.87,E,2011-04-01 15:44:50,I,0,2.536455,-1521.87,2013-01-18 16:20:00,23,I,,IB9048,100,S,O,AMAT,2013-01-19,15,P,
23,2,AMAT 19JAN13 15.0 P,0,-6,2011-04-01 15:44:50,2.536455,0,C,2013-01-18 16:20:00,T,130.02,2.536455,-1521.87,2013-01-18 16:20:00,23,I,,IB9048,100,S,O,AMAT,2013-01-19,15,P,
24,1,GM 19JAN13 30.0 P,-6,-6,2011-04-04 15:16:24,3.992855,-2395.71,E,2011-04-04 15:16:24,I,0,3.992855,-2395.71,2013-01-18 16:20:00,24,I,,IB9048,100,S,O,GM,2013-01-19,30,P,
24,2,GM 19JAN13 30.0 P,0,-6,2011-04-04 15:16:24,3.992855,0.01,C,2013-01-18 16:20:00,T,146.01,3.992855,-2395.71,2013-01-18 16:20:00,24,I,,IB9048,100,S,O,GM,2013-01-19,30,P,
25,1,GM 19JAN13 30.0 P,-4,-4,2011-04-04 15:16:24,3.992855,-1597.14,E,2011-04-04 15:16:24,I,0,3.992855,-1597.14,2013-01-18 16:20:00,25,I,,IB9048,100,S,O,GM,2013-01-19,30,P,
25,2,GM 19JAN13 30.0 P,0,-4,2011-04-04 15:16:24,3.992855,0,C,2013-01-18 16:20:00,T,146.02,3.992855,-1597.14,2013-01-18 16:20:00,25,I,,IB9048,100,S,O,GM,2013-01-19,30,P,
26,1,DOW,100,100,2011-04-15 10:29:41,37.464603,3746.46,O,2011-04-15 10:29:41,I,0,37.464603,3746.46,,26,I,,IB9048,1,L,S,DOW,,0,,
27,1,DOW,200,200,2011-04-15 10:29:41,37.464703,7492.94,O,2011-04-15 10:29:41,I,0,37.464703,7492.94,,27,I,,IB9048,1,L,S,DOW,,0,,
28,1,LLEN,9,9,2011-04-15 15:55:34,6.606703,59.46,E,2011-04-15 15:55:34,I,0,6.606703,59.46,2013-03-11 13:46:47,28,I,,IB9048,1,L,S,LLEN,,0,,
28,2,LLEN,0,9,2011-04-15 15:55:34,6.606703,0,C,2013-03-11 13:46:47,T,445.02,6.606703,59.46,2013-03-11 13:46:47,28,I,,IB9048,1,L,S,LLEN,,0,,
29,1,LLEN,100,100,2011-04-15 15:55:34,6.608606,660.86,E,2011-04-15 15:55:34,I,0,6.608606,660.86,2013-04-17 10:03:57,29,I,,IB9048,1,L,S,LLEN,,0,,
29,2,LLEN,0,100,2011-04-15 15:55:34,6.608606,0,C,2013-04-17 10:03:57,T,609.01,6.608606,660.86,2013-04-17 10:03:57,29,I,,IB9048,1,L,S,LLEN,,0,,
30,1,LLEN,100,100,2011-04-15 15:55:34,6.5932,659.32,E,2011-04-15 15:55:34,I,0,6.5932,659.32,2013-04-17 11:40:14,30,I,,IB9048,1,L,S,LLEN,,0,,
30,2,LLEN,0,100,2011-04-15 15:55:34,6.5932,0,C,2013-04-17 11:40:14,T,633.01,6.5932,659.32,2013-04-17 11:40:14,30,I,,IB9048,1,L,S,LLEN,,0,,
31,1,LLEN,100,100,2011-04-15 15:55:34,6.604903,660.49,E,2011-04-15 15:55:34,I,0,6.604903,660.49,2013-04-17 10:03:57,31,I,,IB9048,1,L,S,LLEN,,0,,
31,2,LLEN,0,100,2011-04-15 15:55:34,6.604903,0,C,2013-04-17 10:03:57,T,609.03,6.604903,660.49,2013-04-17 10:03:57,31,I,,IB9048,1,L,S,LLEN,,0,,
32,1,LLEN,100,100,2011-04-15 15:55:34,6.596503,659.65,E,2011-04-15 15:55:34,I,0,6.596503,659.65,2013-04-17 10:03:57,32,I,,IB9048,1,L,S,LLEN,,0,,
32,2,LLEN,0,100,2011-04-15 15:55:34,6.596503,0,C,2013-04-17 10:03:57,T,609.04,6.596503,659.65,2013-04-17 10:03:57,32,I,,IB9048,1,L,S,LLEN,,0,,
33,1,LLEN,591,591,2011-04-15 15:55:34,6.606703,3904.56,E,2011-04-15 15:55:34,I,0,6.606703,3904.56,2013-03-11 13:46:47,33,I,,IB9048,1,L,S,LLEN,,0,,
33,2,LLEN,100,591,2011-04-15 15:55:34,6.6067,660.67,E,2013-03-11 13:46:47,T,445.01,39.0456,3904.56,2013-04-17 10:03:57,33,I,,IB9048,1,L,S,LLEN,,0,,
33,3,LLEN,0,591,2011-04-15 15:55:34,6.6067,0,C,2013-04-17 10:03:57,T,609.02,39.0456,3904.56,2013-04-17 10:03:57,33,I,,IB9048,1,L,S,LLEN,,0,,
34,1,RGP,100,100,2011-04-18 13:40:09,27.195203,2719.52,O,2011-04-18 13:40:09,I,0,27.195203,2719.52,,34,I,,IB9048,1,L,S,RGP,,0,,
35,1,AGO 19JAN13 15.0 P,-4,-4,2011-04-19 13:23:05,3.446455,-1378.58,E,2011-04-19 13:23:05,I,0,3.446455,-1378.58,2013-01-18 16:20:00,35,I,,IB9048,100,S,O,AGO,2013-01-19,15,P,
35,2,AGO 19JAN13 15.0 P,0,-4,2011-04-19 13:23:05,3.446455,0,C,2013-01-18 16:20:00,T,126.01,3.446455,-1378.58,2013-01-18 16:20:00,35,I,,IB9048,100,S,O,AGO,2013-01-19,15,P,
36,1,AGO 19JAN13 15.0 P,-4,-4,2011-04-19 13:23:05,3.446455,-1378.58,E,2011-04-19 13:23:05,I,0,3.446455,-1378.58,2013-01-18 16:20:00,36,I,,IB9048,100,S,O,AGO,2013-01-19,15,P,
36,2,AGO 19JAN13 15.0 P,0,-4,2011-04-19 13:23:05,3.446455,0,C,2013-01-18 16:20:00,T,126.02,3.446455,-1378.58,2013-01-18 16:20:00,36,I,,IB9048,100,S,O,AGO,2013-01-19,15,P,
37,1,NKTR,581,581,2011-05-02 14:35:59,10.391703,6037.58,O,2011-05-02 14:35:59,I,0,10.391703,6037.58,,37,I,,IB9048,1,L,S,NKTR,,0,,
38,1,NKTR,719,719,2011-05-02 14:35:59,10.391703,7471.63,O,2011-05-02 14:35:59,I,0,10.391703,7471.63,,38,I,,IB9048,1,L,S,NKTR,,0,,
39,1,SGMO,646,646,2011-05-02 15:56:42,7.506703,4849.33,O,2011-05-02 15:56:42,I,0,7.506703,4849.33,,39,I,,IB9048,1,L,S,SGMO,,0,,
40,1,SGMO,854,854,2011-05-02 15:56:42,7.506703,6410.72,O,2011-05-02 15:56:42,I,0,7.506703,6410.72,,40,I,,IB9048,1,L,S,SGMO,,0,,
41,1,SPPI,500,500,2011-05-04 10:59:17,8.045203,4022.6,O,2011-05-04 10:59:17,I,0,8.045203,4022.6,,41,I,,IB9048,1,L,S,SPPI,,0,,
42,1,TLAB,1400,1400,2011-05-06 13:08:36,4.745203,6643.28,O,2011-05-06 13:08:36,I,0,4.745203,6643.28,,42,I,,IB9048,1,L,S,TLAB,,0,,
43,1,REE,248,248,2011-05-10 15:47:12,13.161503,3264.05,E,2011-05-10 15:47:12,I,0,13.161503,3264.05,2013-04-08 10:35:10,43,I,,IB9048,1,L,S,REE,,0,,
43,2,REE,0,248,2011-05-10 15:47:12,13.161503,0,C,2013-04-08 10:35:10,T,563.01,13.161503,3264.05,2013-04-08 10:35:10,43,I,,IB9048,1,L,S,REE,,0,,
44,1,REE,652,652,2011-05-10 15:47:12,13.161503,8581.3,E,2011-05-10 15:47:12,I,0,13.161503,8581.3,2013-04-08 10:35:10,44,I,,IB9048,1,L,S,REE,,0,,
44,2,REE,0,652,2011-05-10 15:47:12,13.161503,0,C,2013-04-08 10:35:10,T,563.02,13.161503,8581.3,2013-04-08 10:35:10,44,I,,IB9048,1,L,S,REE,,0,,
45,1,DAR,176,176,2011-05-12 11:42:03,0.554185,97.54,O,2011-05-12 11:42:03,I,0,0.554185,97.54,,45,I,,IB9048,1,L,S,DAR,,0,,
46,1,DAR,190,190,2011-05-12 11:42:03,0.554185,105.3,O,2011-05-12 11:42:03,I,0,0.554185,105.3,,46,I,,IB9048,1,L,S,DAR,,0,,
47,1,EUUNF,107.91,107.91,2011-05-12 11:42:03,0.325583,35.13,E,2011-05-12 11:42:03,I,0,0.325583,35.13,2013-01-07 15:45:46,47,I,,IB9048,1,L,S,EUUNF,,0,,
47,2,EUUNF,0,107.91,2011-05-12 11:42:03,0.325583,0,C,2013-01-07 15:45:46,T,40.01,0.325583,35.13,2013-01-07 15:45:46,47,I,,IB9048,1,L,S,EUUNF,,0,,
48,1,EUUNF,117.09,117.09,2011-05-12 11:42:03,0.325583,38.12,E,2011-05-12 11:42:03,I,0,0.325583,38.12,2013-01-07 15:45:46,48,I,,IB9048,1,L,S,EUUNF,,0,,
48,2,EUUNF,0,117.09,2011-05-12 11:42:03,0.325583,0,C,2013-01-07 15:45:46,T,40.02,0.325583,38.12,2013-01-07 15:45:46,48,I,,IB9048,1,L,S,EUUNF,,0,,
49,1,ARRY,8,8,2011-05-12 11:58:16,2.798653,22.39,O,2011-05-12 11:58:16,I,0,2.798653,22.39,,49,I,,IB9048,1,L,S,ARRY,,0,,
50,1,ARRY,1492,1492,2011-05-12 11:58:16,2.798653,4175.59,O,2011-05-12 11:58:16,I,0,2.798653,4175.59,,50,I,,IB9048,1,L,S,ARRY,,0,,
51,1,F 19JAN13 12.5 P,-8,-8,2011-05-25 11:49:47,1.492775,-1194.22,E,2011-05-25 11:49:47,I,0,1.492775,-1194.22,2013-01-18 16:20:00,51,I,,IB9048,100,S,O,F,2013-01-19,12.5,P,
51,2,F 19JAN13 12.5 P,0,-8,2011-05-25 11:49:47,1.492775,0,C,2013-01-18 16:20:00,T,143.01,1.492775,-1194.22,2013-01-18 16:20:00,51,I,,IB9048,100,S,O,F,2013-01-19,12.5,P,
52,1,AMSC 19JAN13 8.0 P,-4,-4,2011-06-01 13:11:59,2.444775,-977.91,E,2011-06-01 13:11:59,I,0,2.444775,-977.91,2013-01-18 16:20:00,52,I,,IB9048,100,S,O,AMSC,2013-01-19,8,P,
52,2,AMSC 19JAN13 8.0 P,0,-4,2011-06-01 13:11:59,2.444775,0,C,2013-01-18 16:20:00,T,132.01,2.444775,-977.91,2013-01-18 16:20:00,52,I,,IB9048,100,S,O,AMSC,2013-01-19,8,P,
53,1,AMSC 19JAN13 8.0 P,-1,-1,2011-06-01 13:17:10,2.444775,-244.48,E,2011-06-01 13:17:10,I,0,2.444775,-244.48,2013-01-18 16:20:00,53,I,,IB9048,100,S,O,AMSC,2013-01-19,8,P,
53,2,AMSC 19JAN13 8.0 P,0,-1,2011-06-01 13:17:10,2.444775,0,C,2013-01-18 16:20:00,T,132.02,2.444775,-244.48,2013-01-18 16:20:00,53,I,,IB9048,100,S,O,AMSC,2013-01-19,8,P,
54,1,EXEL,17,17,2011-06-16 12:47:11,9.454413,160.73,E,2011-06-16 12:47:11,I,0,9.454413,160.73,2013-01-09 09:42:12,54,I,,IB9048,1,L,S,EXEL,,0,,
54,2,EXEL,0,17,2011-06-16 12:47:11,9.454413,0,C,2013-01-09 09:42:12,T,46.01,9.454413,160.73,2013-01-09 09:42:12,54,I,,IB9048,1,L,S,EXEL,,0,,
55,1,EXEL,428,428,2011-06-21 13:34:41,9.171703,3925.49,E,2011-06-21 13:34:41,I,0,9.171703,3925.49,2013-01-09 15:26:34,55,I,,IB9048,1,L,S,EXEL,,0,,
55,2,EXEL,400,428,2011-06-21 13:34:41,9.1717,3668.68,E,2013-01-09 15:26:34,T,48.02,9.813725,3925.49,2013-01-09 15:45:59,55,I,,IB9048,1,L,S,EXEL,,0,,
55,3,EXEL,300,428,2011-06-21 13:34:41,9.1717,2751.51,E,2013-01-09 15:45:59,T,49.01,13.084967,3925.49,2013-01-09 15:50:00,55,I,,IB9048,1,L,S,EXEL,,0,,
55,4,EXEL,100,428,2011-06-21 13:34:41,9.1717,917.17,E,2013-01-09 15:50:00,T,50.01,39.2549,3925.49,2013-01-09 15:50:00,55,I,,IB9048,1,L,S,EXEL,,0,,
55,5,EXEL,0,428,2011-06-21 13:34:41,9.1717,0,C,2013-01-09 15:50:00,T,51.01,39.2549,3925.49,2013-01-09 15:50:00,55,I,,IB9048,1,L,S,EXEL,,0,,
56,1,EXEL,572,572,2011-06-21 13:34:41,9.171703,5246.21,E,2011-06-21 13:34:41,I,0,9.171703,5246.21,2013-01-09 09:42:12,56,I,,IB9048,1,L,S,EXEL,,0,,
56,2,EXEL,89,572,2011-06-21 13:34:41,9.171685,816.28,E,2013-01-09 09:42:12,T,46.02,58.94618,5246.21,2013-01-09 09:42:12,56,I,,IB9048,1,L,S,EXEL,,0,,
56,3,EXEL,72,572,2011-06-21 13:34:41,9.171667,660.36,E,2013-01-09 09:42:12,T,47.01,72.864028,5246.21,2013-01-09 15:26:34,56,I,,IB9048,1,L,S,EXEL,,0,,
56,4,EXEL,0,572,2011-06-21 13:34:41,9.171667,0,C,2013-01-09 15:26:34,T,48.01,72.864028,5246.21,2013-01-09 15:26:34,56,I,,IB9048,1,L,S,EXEL,,0,,
57,1,MNTA,17,17,2011-06-23 15:58:23,19.461703,330.85,O,2011-06-23 15:58:23,I,0,19.461703,330.85,,57,I,,IB9048,1,L,S,MNTA,,0,,
58,1,MNTA,67,67,2011-06-23 15:58:23,19.468657,1304.4,O,2011-06-23 15:58:23,I,0,19.468657,1304.4,,58,I,,IB9048,1,L,S,MNTA,,0,,
59,1,MNTA,216,216,2011-06-23 15:58:23,19.459546,4203.26,O,2011-06-23 15:58:23,I,0,19.459546,4203.26,,59,I,,IB9048,1,L,S,MNTA,,0,,
60,1,TRGT,100,100,2011-07-07 12:36:28,21.228,2122.8,O,2011-07-07 12:36:28,I,0,21.228,2122.8,,60,I,,IB9048,1,L,S,TRGT,,0,,
61,1,CIM,2100,2100,2011-07-19 16:20:00,3.617145,7596,O,2011-07-19 16:20:00,I,0,3.617145,7596,,61,I,,IB9048,1,L,S,CIM,,0,,
62,1,GMXR,100,100,2011-07-21 15:39:58,5.2747,527.47,E,2011-07-21 15:39:58,I,0,5.2747,527.47,2013-01-04 00:00:20,62,I; Sp,,IB9048,1,L,S,GMXR,,0,,
62,2,GMXR,7.6923,7.6923,2011-07-21 15:39:58,68.571101,527.47,E,2013-01-04 00:00:20,Sp,16.01,68.571101,527.47,2013-02-05 15:59:43,62,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
62,3,GMXR,0,7.6923,2011-07-21 15:39:58,68.571101,0,C,2013-02-05 15:59:43,T,225.01,68.571101,527.47,2013-02-05 15:59:43,62,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
63,1,GMXR,1000,1000,2011-07-21 15:39:58,5.2767,5276.7,E,2011-07-21 15:39:58,I,0,5.2767,5276.7,2013-01-04 00:00:20,63,I; Sp,,IB9048,1,L,S,GMXR,,0,,
63,2,GMXR,76.9231,76.9231,2011-07-21 15:39:58,68.597101,5276.7,E,2013-01-04 00:00:20,Sp,16.01,68.597101,5276.7,2013-02-05 15:59:43,63,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
63,3,GMXR,0,76.9231,2011-07-21 15:39:58,68.597101,0,C,2013-02-05 15:59:43,T,225.02,68.597101,5276.7,2013-02-05 15:59:43,63,I; Sp; Sp,,IB9048,1,L,S,GMXR,,0,,
64,1,GS 19JAN13 120.0 P,-3,-3,2011-07-22 10:59:27,12.042544,-3612.76,E,2011-07-22 10:59:27,I,0,12.042544,-3612.76,2013-01-18 16:20:00,64,I,,IB9048,100,S,O,GS,2013-01-19,120,P,
64,2,GS 19JAN13 120.0 P,0,-3,2011-07-22 10:59:27,12.042544,0,C,2013-01-18 16:20:00,T,149.01,12.042544,-3612.76,2013-01-18 16:20:00,64,I,,IB9048,100,S,O,GS,2013-01-19,120,P,
65,1,MU,200,200,2011-07-22 13:32:18,8.145203,1629.04,O,2011-07-22 13:32:18,I,0,8.145203,1629.04,,65,I,,IB9048,1,L,S,MU,,0,,
66,1,MU,200,200,2011-07-22 13:32:18,8.145103,1629.02,O,2011-07-22 13:32:18,I,0,8.145103,1629.02,,66,I,,IB9048,1,L,S,MU,,0,,
67,1,MU,300,300,2011-07-22 13:32:18,8.145103,2443.53,O,2011-07-22 13:32:18,I,0,8.145103,2443.53,,67,I,,IB9048,1,L,S,MU,,0,,
68,1,MU,400,400,2011-07-22 13:32:18,8.143903,3257.56,O,2011-07-22 13:32:18,I,0,8.143903,3257.56,,68,I,,IB9048,1,L,S,MU,,0,,
69,1,SNDK 19JAN13 40.0 P,-8,-8,2011-07-25 11:19:38,6.296254,-5037,E,2011-07-25 11:19:38,I,0,6.296254,-5037,2013-01-18 16:20:00,69,I,,IB9048,100,S,O,SNDK,2013-01-19,40,P,
69,2,SNDK 19JAN13 40.0 P,0,-8,2011-07-25 11:19:38,6.296254,0,C,2013-01-18 16:20:00,T,162.01,6.296254,-5037,2013-01-18 16:20:00,69,I,,IB9048,100,S,O,SNDK,2013-01-19,40,P,
70,1,GRVY,100,100,2011-07-25 12:28:52,1.710106,171.01,E,2011-07-25 12:28:52,I,0,1.710106,171.01,2013-04-26 23:59:59,70,I,,IB9048,1,L,S,GRVY,,0,,
70,2,GRVY,100,100,2011-07-25 12:28:52,1.710106,171.01,O,2013-04-27 00:00:05,Xfer,12.01,1.710106,171.01,,70,I,,TOS3622,1,L,S,GRVY,,0,,
71,1,GRVY,200,200,2011-07-25 12:28:52,1.701752,340.35,E,2011-07-25 12:28:52,I,0,1.701752,340.35,2013-04-26 23:59:59,71,I,,IB9048,1,L,S,GRVY,,0,,
71,2,GRVY,200,200,2011-07-25 12:28:52,1.701752,340.35,O,2013-04-27 00:00:05,Xfer,12.02,1.701752,340.35,,71,I,,TOS3622,1,L,S,GRVY,,0,,
72,1,GRVY,100,100,2011-07-25 12:29:58,1.735203,173.52,E,2011-07-25 12:29:58,I,0,1.735203,173.52,2013-04-26 23:59:59,72,I,,IB9048,1,L,S,GRVY,,0,,
72,2,GRVY,100,100,2011-07-25 12:29:58,1.735203,173.52,O,2013-04-27 00:00:05,Xfer,12.03,1.735203,173.52,,72,I,,TOS3622,1,L,S,GRVY,,0,,
73,1,GRVY,400,400,2011-07-25 12:55:53,1.701003,680.4,E,2011-07-25 12:55:53,I,0,1.701003,680.4,2013-04-26 23:59:59,73,I,,IB9048,1,L,S,GRVY,,0,,
73,2,GRVY,400,400,2011-07-25 12:55:53,1.701003,680.4,O,2013-04-27 00:00:05,Xfer,12.04,1.701003,680.4,,73,I,,TOS3622,1,L,S,GRVY,,0,,
74,1,GRVY,400,400,2011-07-25 13:03:51,1.701003,680.4,E,2011-07-25 13:03:51,I,0,1.701003,680.4,2013-04-26 23:59:59,74,I,,IB9048,1,L,S,GRVY,,0,,
74,2,GRVY,400,400,2011-07-25 13:03:51,1.701003,680.4,O,2013-04-27 00:00:05,Xfer,12.05,1.701003,680.4,,74,I,,TOS3622,1,L,S,GRVY,,0,,
75,1,GRVY,200,200,2011-07-25 13:12:49,1.701003,340.2,E,2011-07-25 13:12:49,I,0,1.701003,340.2,2013-04-26 23:59:59,75,I,,IB9048,1,L,S,GRVY,,0,,
75,2,GRVY,200,200,2011-07-25 13:12:49,1.701003,340.2,O,2013-04-27 00:00:05,Xfer,12.06,1.701003,340.2,,75,I,,TOS3622,1,L,S,GRVY,,0,,
76,1,GRVY,100,100,2011-07-25 13:41:05,1.701003,170.1,E,2011-07-25 13:41:05,I,0,1.701003,170.1,2013-04-26 23:59:59,76,I,,IB9048,1,L,S,GRVY,,0,,
76,2,GRVY,100,100,2011-07-25 13:41:05,1.701003,170.1,O,2013-04-27 00:00:05,Xfer,12.07,1.701003,170.1,,76,I,,TOS3622,1,L,S,GRVY,,0,,
77,1,GRVY,1000,1000,2011-07-25 14:26:59,1.706703,1706.7,E,2011-07-25 14:26:59,I,0,1.706703,1706.7,2013-04-26 23:59:59,77,I,,IB9048,1,L,S,GRVY,,0,,
77,2,GRVY,1000,1000,2011-07-25 14:26:59,1.706703,1706.7,O,2013-04-27 00:00:05,Xfer,12.08,1.706703,1706.7,,77,I,,TOS3622,1,L,S,GRVY,,0,,
78,1,GRVY,400,400,2011-07-25 14:42:52,1.701003,680.4,E,2011-07-25 14:42:52,I,0,1.701003,680.4,2013-04-26 23:59:59,78,I,,IB9048,1,L,S,GRVY,,0,,
78,2,GRVY,400,400,2011-07-25 14:42:52,1.701003,680.4,O,2013-04-27 00:00:05,Xfer,12.09,1.701003,680.4,,78,I,,TOS3622,1,L,S,GRVY,,0,,
79,1,GRVY,100,100,2011-07-25 15:17:06,1.700206,170.02,E,2011-07-25 15:17:06,I,0,1.700206,170.02,2013-04-26 23:59:59,79,I,,IB9048,1,L,S,GRVY,,0,,
79,2,GRVY,100,100,2011-07-25 15:17:06,1.700206,170.02,O,2013-04-27 00:00:05,Xfer,12.1,1.700206,170.02,,79,I,,TOS3622,1,L,S,GRVY,,0,,
80,1,GRVY,100,100,2011-07-25 15:53:42,1.6875,168.75,E,2011-07-25 15:53:42,I,0,1.6875,168.75,2013-04-26 23:59:59,80,I,,IB9048,1,L,S,GRVY,,0,,
80,2,GRVY,100,100,2011-07-25 15:53:42,1.6875,168.75,O,2013-04-27 00:00:05,Xfer,12.11,1.6875,168.75,,80,I,,TOS3622,1,L,S,GRVY,,0,,
